ward_code,ward_name,ward_type,district_name,province_name
17779,Xã Xuân Dương,Xã,Huyện Thanh Chương,Tỉnh Nghệ An
17785,Xã Minh Tiến,Xã,Huyện Thanh Chương,Tỉnh Nghệ An
17791,Xã Kim Bảng,Xã,Huyện Thanh Chương,Tỉnh Nghệ An
17797,Xã Thanh Thủy,Xã,Huyện Thanh Chương,Tỉnh Nghệ An
17806,Xã Thanh Hà,Xã,Huyện Thanh Chương,Tỉnh Nghệ An
17812,Xã Thanh Tùng,Xã,Huyện Thanh Chương,Tỉnh Nghệ An
17815,Xã Thanh Lâm,Xã,Huyện Thanh Chương,Tỉnh Nghệ An
17818,Xã Mai Giang,Xã,Huyện Thanh Chương,Tỉnh Nghệ An
17821,Xã Thanh Xuân,Xã,Huyện Thanh Chương,Tỉnh Nghệ An
17824,Xã Thanh Đức,Xã,Huyện Thanh Chương,Tỉnh Nghệ An
17827,Thị trấn Quán Hành,Thị trấn,Huyện Nghi Lộc,Tỉnh Nghệ An
17830,Xã Nghi Văn,Xã,Huyện Nghi Lộc,Tỉnh Nghệ An
17833,Xã Nghi Yên,Xã,Huyện Nghi Lộc,Tỉnh Nghệ An
17836,Xã Nghi Tiến,Xã,Huyện Nghi Lộc,Tỉnh Nghệ An
17839,Xã Nghi Hưng,Xã,Huyện Nghi Lộc,Tỉnh Nghệ An
17842,Xã Nghi Đồng,Xã,Huyện Nghi Lộc,Tỉnh Nghệ An
17845,Xã Nghi Thiết,Xã,Huyện Nghi Lộc,Tỉnh Nghệ An
17848,Xã Nghi Lâm,Xã,Huyện Nghi Lộc,Tỉnh Nghệ An
17851,Xã Nghi Quang,Xã,Huyện Nghi Lộc,Tỉnh Nghệ An
17854,Xã Nghi Kiều,Xã,Huyện Nghi Lộc,Tỉnh Nghệ An
17857,Xã Nghi Mỹ,Xã,Huyện Nghi Lộc,Tỉnh Nghệ An
17860,Xã Nghi Phương,Xã,Huyện Nghi Lộc,Tỉnh Nghệ An
17863,Xã Nghi Thuận,Xã,Huyện Nghi Lộc,Tỉnh Nghệ An
17866,Xã Nghi Long,Xã,Huyện Nghi Lộc,Tỉnh Nghệ An
17869,Xã Nghi Xá,Xã,Huyện Nghi Lộc,Tỉnh Nghệ An
17878,Xã Khánh Hợp,Xã,Huyện Nghi Lộc,Tỉnh Nghệ An
17884,Xã Nghi Công Bắc,Xã,Huyện Nghi Lộc,Tỉnh Nghệ An
17887,Xã Nghi Công Nam,Xã,Huyện Nghi Lộc,Tỉnh Nghệ An
17890,Xã Nghi Thạch,Xã,Huyện Nghi Lộc,Tỉnh Nghệ An
17893,Xã Nghi Trung,Xã,Huyện Nghi Lộc,Tỉnh Nghệ An
17896,Xã Thịnh Trường,Xã,Huyện Nghi Lộc,Tỉnh Nghệ An
17899,Xã Diên Hoa,Xã,Huyện Nghi Lộc,Tỉnh Nghệ An
17911,Xã Nghi Vạn,Xã,Huyện Nghi Lộc,Tỉnh Nghệ An
17932,Xã Nam Hưng,Xã,Huyện Nam Đàn,Tỉnh Nghệ An
17935,Xã Nghĩa Thái,Xã,Huyện Nam Đàn,Tỉnh Nghệ An
17938,Xã Nam Thanh,Xã,Huyện Nam Đàn,Tỉnh Nghệ An
17941,Xã Nam Anh,Xã,Huyện Nam Đàn,Tỉnh Nghệ An
17944,Xã Nam Xuân,Xã,Huyện Nam Đàn,Tỉnh Nghệ An
17950,Thị trấn Nam Đàn,Thị trấn,Huyện Nam Đàn,Tỉnh Nghệ An
17953,Xã Nam Lĩnh,Xã,Huyện Nam Đàn,Tỉnh Nghệ An
17956,Xã Nam Giang,Xã,Huyện Nam Đàn,Tỉnh Nghệ An
17959,Xã Xuân Hòa,Xã,Huyện Nam Đàn,Tỉnh Nghệ An
17962,Xã Hùng Tiến,Xã,Huyện Nam Đàn,Tỉnh Nghệ An
17968,Xã Thượng Tân Lộc,Xã,Huyện Nam Đàn,Tỉnh Nghệ An
17971,Xã Kim Liên,Xã,Huyện Nam Đàn,Tỉnh Nghệ An
17980,Xã Xuân Hồng,Xã,Huyện Nam Đàn,Tỉnh Nghệ An
17983,Xã Nam Cát,Xã,Huyện Nam Đàn,Tỉnh Nghệ An
17986,Xã Khánh Sơn,Xã,Huyện Nam Đàn,Tỉnh Nghệ An
17989,Xã Trung Phúc Cường,Xã,Huyện Nam Đàn,Tỉnh Nghệ An
17998,Xã Nam Kim,Xã,Huyện Nam Đàn,Tỉnh Nghệ An
18001,Thị trấn Hưng Nguyên,Thị trấn,Huyện Hưng Nguyên,Tỉnh Nghệ An
18004,Xã Hưng Trung,Xã,Huyện Hưng Nguyên,Tỉnh Nghệ An
18007,Xã Hưng Yên,Xã,Huyện Hưng Nguyên,Tỉnh Nghệ An
18008,Xã Hưng Yên Bắc,Xã,Huyện Hưng Nguyên,Tỉnh Nghệ An
18010,Xã Hưng Tây,Xã,Huyện Hưng Nguyên,Tỉnh Nghệ An
18016,Xã Hưng Đạo,Xã,Huyện Hưng Nguyên,Tỉnh Nghệ An
18022,Xã Thịnh Mỹ,Xã,Huyện Hưng Nguyên,Tỉnh Nghệ An
18025,Xã Hưng Lĩnh,Xã,Huyện Hưng Nguyên,Tỉnh Nghệ An
18028,Xã Thông Tân,Xã,Huyện Hưng Nguyên,Tỉnh Nghệ An
18037,Xã Hưng Nghĩa,Xã,Huyện Hưng Nguyên,Tỉnh Nghệ An
18040,Xã Phúc Lợi,Xã,Huyện Hưng Nguyên,Tỉnh Nghệ An
18043,Xã Long Xá,Xã,Huyện Hưng Nguyên,Tỉnh Nghệ An
18052,Xã Châu Nhân,Xã,Huyện Hưng Nguyên,Tỉnh Nghệ An
18055,Xã Xuân Lam,Xã,Huyện Hưng Nguyên,Tỉnh Nghệ An
18064,Xã Hưng Thành,Xã,Huyện Hưng Nguyên,Tỉnh Nghệ An
17104,Xã Quỳnh Vinh,Xã,Thị xã Hoàng Mai,Tỉnh Nghệ An
17107,Xã Quỳnh Lộc,Xã,Thị xã Hoàng Mai,Tỉnh Nghệ An
17110,Phường Quỳnh Thiện,Phường,Thị xã Hoàng Mai,Tỉnh Nghệ An
17113,Xã Quỳnh Lập,Xã,Thị xã Hoàng Mai,Tỉnh Nghệ An
17116,Xã Quỳnh Trang,Xã,Thị xã Hoàng Mai,Tỉnh Nghệ An
17125,Phường Mai Hùng,Phường,Thị xã Hoàng Mai,Tỉnh Nghệ An
17128,Phường Quỳnh Dị,Phường,Thị xã Hoàng Mai,Tỉnh Nghệ An
17131,Phường Quỳnh Xuân,Phường,Thị xã Hoàng Mai,Tỉnh Nghệ An
17134,Phường Quỳnh Phương,Phường,Thị xã Hoàng Mai,Tỉnh Nghệ An
17137,Xã Quỳnh Liên,Xã,Thị xã Hoàng Mai,Tỉnh Nghệ An
18073,Phường Nam Hà,Phường,Thành phố Hà Tĩnh,Tỉnh Hà Tĩnh
18077,Phường Bắc Hà,Phường,Thành phố Hà Tĩnh,Tỉnh Hà Tĩnh
18079,Phường Tân Giang,Phường,Thành phố Hà Tĩnh,Tỉnh Hà Tĩnh
18082,Phường Đại Nài,Phường,Thành phố Hà Tĩnh,Tỉnh Hà Tĩnh
18085,Phường Hà Huy Tập,Phường,Thành phố Hà Tĩnh,Tỉnh Hà Tĩnh
18088,Phường Thạch Trung,Phường,Thành phố Hà Tĩnh,Tỉnh Hà Tĩnh
18091,Phường Thạch Quý,Phường,Thành phố Hà Tĩnh,Tỉnh Hà Tĩnh
18094,Phường Trần Phú,Phường,Thành phố Hà Tĩnh,Tỉnh Hà Tĩnh
18097,Phường Văn Yên,Phường,Thành phố Hà Tĩnh,Tỉnh Hà Tĩnh
18100,Phường Thạch Hạ,Phường,Thành phố Hà Tĩnh,Tỉnh Hà Tĩnh
18103,Phường Đồng Môn,Phường,Thành phố Hà Tĩnh,Tỉnh Hà Tĩnh
18109,Phường Thạch Hưng,Phường,Thành phố Hà Tĩnh,Tỉnh Hà Tĩnh
18112,Xã Thạch Bình,Xã,Thành phố Hà Tĩnh,Tỉnh Hà Tĩnh
18571,Xã Thạch Hải,Xã,Thành phố Hà Tĩnh,Tỉnh Hà Tĩnh
18595,Xã Đỉnh Bàn,Xã,Thành phố Hà Tĩnh,Tỉnh Hà Tĩnh
18598,Xã Hộ Độ,Xã,Thành phố Hà Tĩnh,Tỉnh Hà Tĩnh
18604,Xã Thạch Khê,Xã,Thành phố Hà Tĩnh,Tỉnh Hà Tĩnh
18619,Xã Thạch Trị,Xã,Thành phố Hà Tĩnh,Tỉnh Hà Tĩnh
18622,Xã Thạch Lạc,Xã,Thành phố Hà Tĩnh,Tỉnh Hà Tĩnh
18628,Xã Tượng Sơn,Xã,Thành phố Hà Tĩnh,Tỉnh Hà Tĩnh
18631,Xã Thạch Văn,Xã,Thành phố Hà Tĩnh,Tỉnh Hà Tĩnh
18637,Xã Thạch Thắng,Xã,Thành phố Hà Tĩnh,Tỉnh Hà Tĩnh
18643,Xã Thạch Đài,Xã,Thành phố Hà Tĩnh,Tỉnh Hà Tĩnh
18649,Xã Thạch Hội,Xã,Thành phố Hà Tĩnh,Tỉnh Hà Tĩnh
18652,Xã Tân Lâm Hương,Xã,Thành phố Hà Tĩnh,Tỉnh Hà Tĩnh
18685,Xã Cẩm Bình,Xã,Thành phố Hà Tĩnh,Tỉnh Hà Tĩnh
18691,Xã Cẩm Vịnh,Xã,Thành phố Hà Tĩnh,Tỉnh Hà Tĩnh
18115,Phường Bắc Hồng,Phường,Thị xã Hồng Lĩnh,Tỉnh Hà Tĩnh
18118,Phường Nam Hồng,Phường,Thị xã Hồng Lĩnh,Tỉnh Hà Tĩnh
18121,Phường Trung Lương,Phường,Thị xã Hồng Lĩnh,Tỉnh Hà Tĩnh
18124,Phường Đức Thuận,Phường,Thị xã Hồng Lĩnh,Tỉnh Hà Tĩnh
18127,Phường Đậu Liêu,Phường,Thị xã Hồng Lĩnh,Tỉnh Hà Tĩnh
18130,Xã Thuận Lộc,Xã,Thị xã Hồng Lĩnh,Tỉnh Hà Tĩnh
18133,Thị trấn Phố Châu,Thị trấn,Huyện Hương Sơn,Tỉnh Hà Tĩnh
18136,Thị trấn Tây Sơn,Thị trấn,Huyện Hương Sơn,Tỉnh Hà Tĩnh
18139,Xã Sơn Hồng,Xã,Huyện Hương Sơn,Tỉnh Hà Tĩnh
18142,Xã Sơn Tiến,Xã,Huyện Hương Sơn,Tỉnh Hà Tĩnh
18145,Xã Sơn Lâm,Xã,Huyện Hương Sơn,Tỉnh Hà Tĩnh
18148,Xã Sơn Lễ,Xã,Huyện Hương Sơn,Tỉnh Hà Tĩnh
18157,Xã Sơn Giang,Xã,Huyện Hương Sơn,Tỉnh Hà Tĩnh
18160,Xã Sơn Lĩnh,Xã,Huyện Hương Sơn,Tỉnh Hà Tĩnh
18163,Xã An Hòa Thịnh,Xã,Huyện Hương Sơn,Tỉnh Hà Tĩnh
18172,Xã Sơn Tây,Xã,Huyện Hương Sơn,Tỉnh Hà Tĩnh
18175,Xã Sơn Ninh,Xã,Huyện Hương Sơn,Tỉnh Hà Tĩnh
18178,Xã Châu Bình,Xã,Huyện Hương Sơn,Tỉnh Hà Tĩnh
18181,Xã Tân Mỹ Hà,Xã,Huyện Hương Sơn,Tỉnh Hà Tĩnh
18184,Xã Quang Diệm,Xã,Huyện Hương Sơn,Tỉnh Hà Tĩnh
18187,Xã Sơn Trung,Xã,Huyện Hương Sơn,Tỉnh Hà Tĩnh
18190,Xã Sơn Bằng,Xã,Huyện Hương Sơn,Tỉnh Hà Tĩnh
18196,Xã Sơn Kim 1,Xã,Huyện Hương Sơn,Tỉnh Hà Tĩnh
18199,Xã Sơn Kim 2,Xã,Huyện Hương Sơn,Tỉnh Hà Tĩnh
18202,Xã Mỹ Long,Xã,Huyện Hương Sơn,Tỉnh Hà Tĩnh
18211,Xã Kim Hoa,Xã,Huyện Hương Sơn,Tỉnh Hà Tĩnh
18217,Xã Sơn Phú,Xã,Huyện Hương Sơn,Tỉnh Hà Tĩnh
18223,Xã Hàm Trường,Xã,Huyện Hương Sơn,Tỉnh Hà Tĩnh
18229,Thị trấn Đức Thọ,Thị trấn,Huyện Đức Thọ,Tỉnh Hà Tĩnh
18235,Xã Quang Vĩnh,Xã,Huyện Đức Thọ,Tỉnh Hà Tĩnh
18241,Xã Tùng Châu,Xã,Huyện Đức Thọ,Tỉnh Hà Tĩnh
18244,Xã Trường Sơn,Xã,Huyện Đức Thọ,Tỉnh Hà Tĩnh
18247,Xã Liên Minh,Xã,Huyện Đức Thọ,Tỉnh Hà Tĩnh
18253,Xã Yên Hồ,Xã,Huyện Đức Thọ,Tỉnh Hà Tĩnh
18259,Xã Tùng Ảnh,Xã,Huyện Đức Thọ,Tỉnh Hà Tĩnh
18262,Xã Bùi La Nhân,Xã,Huyện Đức Thọ,Tỉnh Hà Tĩnh
18274,Xã Thanh Bình Thịnh,Xã,Huyện Đức Thọ,Tỉnh Hà Tĩnh
18277,Xã Lâm Trung Thủy,Xã,Huyện Đức Thọ,Tỉnh Hà Tĩnh
18280,Xã Hòa Lạc,Xã,Huyện Đức Thọ,Tỉnh Hà Tĩnh
18283,Xã Tân Dân,Xã,Huyện Đức Thọ,Tỉnh Hà Tĩnh
18298,Xã An Dũng,Xã,Huyện Đức Thọ,Tỉnh Hà Tĩnh
18304,Xã Đức Đồng,Xã,Huyện Đức Thọ,Tỉnh Hà Tĩnh
18307,Xã Đức Lạng,Xã,Huyện Đức Thọ,Tỉnh Hà Tĩnh
18310,Xã Tân Hương,Xã,Huyện Đức Thọ,Tỉnh Hà Tĩnh
18313,Thị trấn Vũ Quang,Thị trấn,Huyện Vũ Quang,Tỉnh Hà Tĩnh
18316,Xã Ân Phú,Xã,Huyện Vũ Quang,Tỉnh Hà Tĩnh
18319,Xã Đức Giang,Xã,Huyện Vũ Quang,Tỉnh Hà Tĩnh
18322,Xã Đức Lĩnh,Xã,Huyện Vũ Quang,Tỉnh Hà Tĩnh
18325,Xã Thọ Điền,Xã,Huyện Vũ Quang,Tỉnh Hà Tĩnh
18328,Xã Đức Hương,Xã,Huyện Vũ Quang,Tỉnh Hà Tĩnh
18331,Xã Đức Bồng,Xã,Huyện Vũ Quang,Tỉnh Hà Tĩnh
18334,Xã Đức Liên,Xã,Huyện Vũ Quang,Tỉnh Hà Tĩnh
18340,Xã Hương Minh,Xã,Huyện Vũ Quang,Tỉnh Hà Tĩnh
18343,Xã Quang Thọ,Xã,Huyện Vũ Quang,Tỉnh Hà Tĩnh
18352,Thị trấn Xuân An,Thị trấn,Huyện Nghi Xuân,Tỉnh Hà Tĩnh
18355,Xã Xuân Hội,Xã,Huyện Nghi Xuân,Tỉnh Hà Tĩnh
18358,Xã Đan Trường,Xã,Huyện Nghi Xuân,Tỉnh Hà Tĩnh
18364,Xã Xuân Phổ,Xã,Huyện Nghi Xuân,Tỉnh Hà Tĩnh
18367,Xã Xuân Hải,Xã,Huyện Nghi Xuân,Tỉnh Hà Tĩnh
18370,Xã Xuân Giang,Xã,Huyện Nghi Xuân,Tỉnh Hà Tĩnh
18373,Thị trấn Tiên Điền,Thị trấn,Huyện Nghi Xuân,Tỉnh Hà Tĩnh
18376,Xã Xuân Yên,Xã,Huyện Nghi Xuân,Tỉnh Hà Tĩnh
18379,Xã Xuân Mỹ,Xã,Huyện Nghi Xuân,Tỉnh Hà Tĩnh
18382,Xã Xuân Thành,Xã,Huyện Nghi Xuân,Tỉnh Hà Tĩnh
18385,Xã Xuân Viên,Xã,Huyện Nghi Xuân,Tỉnh Hà Tĩnh
18388,Xã Xuân Hồng,Xã,Huyện Nghi Xuân,Tỉnh Hà Tĩnh
18391,Xã Cỗ Đạm,Xã,Huyện Nghi Xuân,Tỉnh Hà Tĩnh
18394,Xã Xuân Liên,Xã,Huyện Nghi Xuân,Tỉnh Hà Tĩnh
18397,Xã Xuân Lĩnh,Xã,Huyện Nghi Xuân,Tỉnh Hà Tĩnh
18400,Xã Xuân Lam,Xã,Huyện Nghi Xuân,Tỉnh Hà Tĩnh
18403,Xã Cương Gián,Xã,Huyện Nghi Xuân,Tỉnh Hà Tĩnh
18406,Thị trấn Nghèn,Thị trấn,Huyện Can Lộc,Tỉnh Hà Tĩnh
18415,Xã Thiên Lộc,Xã,Huyện Can Lộc,Tỉnh Hà Tĩnh
18418,Xã Thuần Thiện,Xã,Huyện Can Lộc,Tỉnh Hà Tĩnh
18427,Xã Vượng Lộc,Xã,Huyện Can Lộc,Tỉnh Hà Tĩnh
18433,Xã Thanh Lộc,Xã,Huyện Can Lộc,Tỉnh Hà Tĩnh
18436,Xã Kim Song Trường,Xã,Huyện Can Lộc,Tỉnh Hà Tĩnh
18439,Xã Thường Nga,Xã,Huyện Can Lộc,Tỉnh Hà Tĩnh
18445,Xã Tùng Lộc,Xã,Huyện Can Lộc,Tỉnh Hà Tĩnh
18454,Xã Phú Lộc,Xã,Huyện Can Lộc,Tỉnh Hà Tĩnh
18463,Xã Gia Hanh,Xã,Huyện Can Lộc,Tỉnh Hà Tĩnh
18466,Xã Khánh Vĩnh Yên,Xã,Huyện Can Lộc,Tỉnh Hà Tĩnh
18475,Xã Xuân Lộc,Xã,Huyện Can Lộc,Tỉnh Hà Tĩnh
18478,Xã Thượng Lộc,Xã,Huyện Can Lộc,Tỉnh Hà Tĩnh
18481,Xã Quang Lộc,Xã,Huyện Can Lộc,Tỉnh Hà Tĩnh
18484,Thị trấn Đồng Lộc,Thị trấn,Huyện Can Lộc,Tỉnh Hà Tĩnh
18487,Xã Mỹ Lộc,Xã,Huyện Can Lộc,Tỉnh Hà Tĩnh
18490,Xã Sơn Lộc,Xã,Huyện Can Lộc,Tỉnh Hà Tĩnh
18496,Thị trấn Hương Khê,Thị trấn,Huyện Hương Khê,Tỉnh Hà Tĩnh
18499,Xã Điền Mỹ,Xã,Huyện Hương Khê,Tỉnh Hà Tĩnh
18502,Xã Hà Linh,Xã,Huyện Hương Khê,Tỉnh Hà Tĩnh
18505,Xã Hương Thủy,Xã,Huyện Hương Khê,Tỉnh Hà Tĩnh
18508,Xã Hòa Hải,Xã,Huyện Hương Khê,Tỉnh Hà Tĩnh
18514,Xã Phúc Đồng,Xã,Huyện Hương Khê,Tỉnh Hà Tĩnh
18517,Xã Hương Giang,Xã,Huyện Hương Khê,Tỉnh Hà Tĩnh
18520,Xã Lộc Yên,Xã,Huyện Hương Khê,Tỉnh Hà Tĩnh
18523,Xã Hương Bình,Xã,Huyện Hương Khê,Tỉnh Hà Tĩnh
18526,Xã Hương Long,Xã,Huyện Hương Khê,Tỉnh Hà Tĩnh
18529,Xã Phú Gia,Xã,Huyện Hương Khê,Tỉnh Hà Tĩnh
18532,Xã Gia Phố,Xã,Huyện Hương Khê,Tỉnh Hà Tĩnh
18538,Xã Hương Đô,Xã,Huyện Hương Khê,Tỉnh Hà Tĩnh
18541,Xã Hương Vĩnh,Xã,Huyện Hương Khê,Tỉnh Hà Tĩnh
18544,Xã Hương Xuân,Xã,Huyện Hương Khê,Tỉnh Hà Tĩnh
18547,Xã Phúc Trạch,Xã,Huyện Hương Khê,Tỉnh Hà Tĩnh
18550,Xã Hương Trà,Xã,Huyện Hương Khê,Tỉnh Hà Tĩnh
18553,Xã Hương Trạch,Xã,Huyện Hương Khê,Tỉnh Hà Tĩnh
18556,Xã Hương Lâm,Xã,Huyện Hương Khê,Tỉnh Hà Tĩnh
18559,Xã Hương Liên,Xã,Huyện Hương Khê,Tỉnh Hà Tĩnh
18409,Xã Tân Lộc,Xã,Huyện Thạch Hà,Tỉnh Hà Tĩnh
18412,Xã Hồng Lộc,Xã,Huyện Thạch Hà,Tỉnh Hà Tĩnh
18421,Xã Thịnh Lộc,Xã,Huyện Thạch Hà,Tỉnh Hà Tĩnh
18430,Xã Bình An,Xã,Huyện Thạch Hà,Tỉnh Hà Tĩnh
18457,Xã Ích Hậu,Xã,Huyện Thạch Hà,Tỉnh Hà Tĩnh
18493,Xã Phù Lưu,Xã,Huyện Thạch Hà,Tỉnh Hà Tĩnh
18562,Thị trấn Thạch Hà,Thị trấn,Huyện Thạch Hà,Tỉnh Hà Tĩnh
18565,Xã Ngọc Sơn,Xã,Huyện Thạch Hà,Tỉnh Hà Tĩnh
18568,Thị trấn Lộc Hà,Thị trấn,Huyện Thạch Hà,Tỉnh Hà Tĩnh
18577,Xã Thạch Mỹ,Xã,Huyện Thạch Hà,Tỉnh Hà Tĩnh
18580,Xã Thạch Kim,Xã,Huyện Thạch Hà,Tỉnh Hà Tĩnh
18583,Xã Thạch Châu,Xã,Huyện Thạch Hà,Tỉnh Hà Tĩnh
18586,Xã Thạch Kênh,Xã,Huyện Thạch Hà,Tỉnh Hà Tĩnh
18589,Xã Thạch Sơn,Xã,Huyện Thạch Hà,Tỉnh Hà Tĩnh
18592,Xã Thạch Liên,Xã,Huyện Thạch Hà,Tỉnh Hà Tĩnh
18601,Xã Việt Tiến,Xã,Huyện Thạch Hà,Tỉnh Hà Tĩnh
18607,Xã Thạch Long,Xã,Huyện Thạch Hà,Tỉnh Hà Tĩnh
18625,Xã Thạch Ngọc,Xã,Huyện Thạch Hà,Tỉnh Hà Tĩnh
18634,Xã Lưu Vĩnh Sơn,Xã,Huyện Thạch Hà,Tỉnh Hà Tĩnh
18658,Xã Thạch Xuân,Xã,Huyện Thạch Hà,Tỉnh Hà Tĩnh
18667,Xã Nam Điền,Xã,Huyện Thạch Hà,Tỉnh Hà Tĩnh
18670,Xã Mai Phụ,Xã,Huyện Thạch Hà,Tỉnh Hà Tĩnh
18673,Thị trấn Cẩm Xuyên,Thị trấn,Huyện Cẩm Xuyên,Tỉnh Hà Tĩnh
18676,Thị trấn Thiên Cầm,Thị trấn,Huyện Cẩm Xuyên,Tỉnh Hà Tĩnh
18679,Xã Yên Hòa,Xã,Huyện Cẩm Xuyên,Tỉnh Hà Tĩnh
18682,Xã Cẩm Dương,Xã,Huyện Cẩm Xuyên,Tỉnh Hà Tĩnh
18694,Xã Cẩm Thành,Xã,Huyện Cẩm Xuyên,Tỉnh Hà Tĩnh
18697,Xã Cẩm Quang,Xã,Huyện Cẩm Xuyên,Tỉnh Hà Tĩnh
18706,Xã Cẩm Thạch,Xã,Huyện Cẩm Xuyên,Tỉnh Hà Tĩnh
18709,Xã Cẩm Nhượng,Xã,Huyện Cẩm Xuyên,Tỉnh Hà Tĩnh
18712,Xã Nam Phúc Thăng,Xã,Huyện Cẩm Xuyên,Tỉnh Hà Tĩnh
18715,Xã Cẩm Duệ,Xã,Huyện Cẩm Xuyên,Tỉnh Hà Tĩnh
18721,Xã Cẩm Lĩnh,Xã,Huyện Cẩm Xuyên,Tỉnh Hà Tĩnh
18724,Xã Cẩm Quan,Xã,Huyện Cẩm Xuyên,Tỉnh Hà Tĩnh
18727,Xã Cẩm Hà,Xã,Huyện Cẩm Xuyên,Tỉnh Hà Tĩnh
18730,Xã Cẩm Lộc,Xã,Huyện Cẩm Xuyên,Tỉnh Hà Tĩnh
18733,Xã Cẩm Hưng,Xã,Huyện Cẩm Xuyên,Tỉnh Hà Tĩnh
18736,Xã Cẩm Thịnh,Xã,Huyện Cẩm Xuyên,Tỉnh Hà Tĩnh
18739,Xã Cẩm Mỹ,Xã,Huyện Cẩm Xuyên,Tỉnh Hà Tĩnh
18742,Xã Cẩm Trung,Xã,Huyện Cẩm Xuyên,Tỉnh Hà Tĩnh
18745,Xã Cẩm Sơn,Xã,Huyện Cẩm Xuyên,Tỉnh Hà Tĩnh
18748,Xã Cẩm Lạc,Xã,Huyện Cẩm Xuyên,Tỉnh Hà Tĩnh
18751,Xã Cẩm Minh,Xã,Huyện Cẩm Xuyên,Tỉnh Hà Tĩnh
18757,Xã Kỳ Xuân,Xã,Huyện Kỳ Anh,Tỉnh Hà Tĩnh
18760,Xã Kỳ Bắc,Xã,Huyện Kỳ Anh,Tỉnh Hà Tĩnh
18763,Xã Kỳ Phú,Xã,Huyện Kỳ Anh,Tỉnh Hà Tĩnh
18766,Xã Kỳ Phong,Xã,Huyện Kỳ Anh,Tỉnh Hà Tĩnh
18769,Xã Kỳ Tiến,Xã,Huyện Kỳ Anh,Tỉnh Hà Tĩnh
18772,Xã Kỳ Giang,Xã,Huyện Kỳ Anh,Tỉnh Hà Tĩnh
18775,Thị trấn Kỳ Đồng,Thị trấn,Huyện Kỳ Anh,Tỉnh Hà Tĩnh
18778,Xã Kỳ Khang,Xã,Huyện Kỳ Anh,Tỉnh Hà Tĩnh
18784,Xã Kỳ Văn,Xã,Huyện Kỳ Anh,Tỉnh Hà Tĩnh
18787,Xã Kỳ Trung,Xã,Huyện Kỳ Anh,Tỉnh Hà Tĩnh
18790,Xã Kỳ Thọ,Xã,Huyện Kỳ Anh,Tỉnh Hà Tĩnh
18793,Xã Kỳ Tây,Xã,Huyện Kỳ Anh,Tỉnh Hà Tĩnh
18799,Xã Kỳ Thượng,Xã,Huyện Kỳ Anh,Tỉnh Hà Tĩnh
18802,Xã Kỳ Hải,Xã,Huyện Kỳ Anh,Tỉnh Hà Tĩnh
18805,Xã Kỳ Thư,Xã,Huyện Kỳ Anh,Tỉnh Hà Tĩnh
18811,Xã Kỳ Châu,Xã,Huyện Kỳ Anh,Tỉnh Hà Tĩnh
18814,Xã Kỳ Tân,Xã,Huyện Kỳ Anh,Tỉnh Hà Tĩnh
18838,Xã Lâm Hợp,Xã,Huyện Kỳ Anh,Tỉnh Hà Tĩnh
18844,Xã Kỳ Sơn,Xã,Huyện Kỳ Anh,Tỉnh Hà Tĩnh
18850,Xã Kỳ Lạc,Xã,Huyện Kỳ Anh,Tỉnh Hà Tĩnh
18754,Phường Hưng Trí,Phường,Thị xã Kỳ Anh,Tỉnh Hà Tĩnh
18781,Phường Kỳ Ninh,Phường,Thị xã Kỳ Anh,Tỉnh Hà Tĩnh
18796,Xã Kỳ Lợi,Xã,Thị xã Kỳ Anh,Tỉnh Hà Tĩnh
18808,Xã Kỳ Hà,Xã,Thị xã Kỳ Anh,Tỉnh Hà Tĩnh
18820,Phường Kỳ Trinh,Phường,Thị xã Kỳ Anh,Tỉnh Hà Tĩnh
18823,Phường Kỳ Thịnh,Phường,Thị xã Kỳ Anh,Tỉnh Hà Tĩnh
18829,Xã Kỳ Hoa,Xã,Thị xã Kỳ Anh,Tỉnh Hà Tĩnh
18832,Phường Kỳ Phương,Phường,Thị xã Kỳ Anh,Tỉnh Hà Tĩnh
18835,Phường Kỳ Long,Phường,Thị xã Kỳ Anh,Tỉnh Hà Tĩnh
18841,Phường Kỳ Liên,Phường,Thị xã Kỳ Anh,Tỉnh Hà Tĩnh
18847,Phường Kỳ Nam,Phường,Thị xã Kỳ Anh,Tỉnh Hà Tĩnh
18853,Phường Hải Thành,Phường,Thành Phố Đồng Hới,Tỉnh Quảng Bình
18856,Phường Đồng Phú,Phường,Thành Phố Đồng Hới,Tỉnh Quảng Bình
18859,Phường Bắc Lý,Phường,Thành Phố Đồng Hới,Tỉnh Quảng Bình
18865,Phường Nam Lý,Phường,Thành Phố Đồng Hới,Tỉnh Quảng Bình
18868,Phường Đồng Hải,Phường,Thành Phố Đồng Hới,Tỉnh Quảng Bình
18871,Phường Đồng Sơn,Phường,Thành Phố Đồng Hới,Tỉnh Quảng Bình
18874,Phường Phú Hải,Phường,Thành Phố Đồng Hới,Tỉnh Quảng Bình
18877,Phường Bắc Nghĩa,Phường,Thành Phố Đồng Hới,Tỉnh Quảng Bình
18880,Phường Đức Ninh Đông,Phường,Thành Phố Đồng Hới,Tỉnh Quảng Bình
18883,Xã Quang Phú,Xã,Thành Phố Đồng Hới,Tỉnh Quảng Bình
18886,Xã Lộc Ninh,Xã,Thành Phố Đồng Hới,Tỉnh Quảng Bình
18889,Xã Bảo Ninh,Xã,Thành Phố Đồng Hới,Tỉnh Quảng Bình
